symbol,exchange,affidabilita
VUZI.NAS,NAS,confermato
VVI.NYSE,NYSE,confermato
VYGR.NAS,NAS,confermato
VZ.NYSE,NYSE,confermato
W.NYSE,NYSE,confermato
WAB.NYSE,NYSE,confermato
WAF.ETR,ETR,confermato
WAT.NYSE,NYSE,confermato
WATT.NAS,NAS,confermato
WB.NAS,NAS,confermato
WCC.NYSE,NYSE,confermato
WCH.ETR,ETR,confermato
WDAY.NAS,NAS,confermato
WEC.NYSE,NYSE,confermato
WELL.NYSE,NYSE,confermato
WEN.NAS,NAS,confermato
WERN.NAS,NAS,confermato
WEX.NYSE,NYSE,confermato
WFC.NYSE,NYSE,confermato
WGO.NYSE,NYSE,confermato
WHA.AMS,AMS,confermato
WHR.NYSE,NYSE,confermato
WIMI.NAS,NAS,confermato
WIX.NAS,NAS,confermato
WKHS.NAS,NAS,confermato
WKL.AMS,AMS,confermato
WLK.NYSE,NYSE,confermato
WLTW.NAS,NAS,confermato
WM.NYSE,NYSE,confermato
WMB.NYSE,NYSE,confermato
WMG.NAS,NAS,confermato
WMS.NYSE,NYSE,confermato
WMT.NAS,NAS,confermato
WMT.NYSE,NYSE,confermato
WPC.NYSE,NYSE,confermato
WPP.LSE,LSE,confermato
WRB.NYSE,NYSE,confermato
WSM.NYSE,NYSE,confermato
WSO.NYSE,NYSE,confermato
WST.NYSE,NYSE,confermato
WT.NYSE,NYSE,confermato
WTB.LSE,LSE,confermato
WTI.NYSE,NYSE,confermato
WTRG.NYSE,NYSE,confermato
WU.NYSE,NYSE,confermato
WY.NYSE,NYSE,confermato
WYNN.NAS,NAS,confermato
XBIT.NAS,NAS,confermato
XCUR.NAS,NAS,confermato
XEL.NAS,NAS,confermato
XGN.NAS,NAS,confermato
XIFR.NYSE,NYSE,confermato
XNET.NAS,NAS,confermato
XOM.NYSE,NYSE,confermato
XP.NAS,NAS,confermato
XPRO.NYSE,NYSE,confermato
XRAY.NAS,NAS,confermato
XRN.NYSE,NYSE,confermato
XWEL.NAS,NAS,confermato
XYL.NYSE,NYSE,confermato
XYZ.NYSE,NYSE,confermato
YELP.NYSE,NYSE,confermato
YETI.NYSE,NYSE,confermato
YEXT.NYSE,NYSE,confermato
YUM.NYSE,NYSE,confermato
YUMC.NYSE,NYSE,confermato
Z.NAS,NAS,confermato
ZAL.ETR,ETR,confermato
ZBH.NYSE,NYSE,confermato
ZBRA.NAS,NAS,confermato
ZG.NAS,NAS,confermato
ZIL2.ETR,ETR,confermato
ZION.NAS,NAS,confermato
ZM.NAS,NAS,confermato
ZS.NAS,NAS,confermato
ZTO.NYSE,NYSE,confermato
ZTS.NYSE,NYSE,confermato
ADU.NYSE,NYSE,da_verificare
AFU.NYSE,NYSE,da_verificare
AI.PAR,PAR,da_verificare
AXGN.NAS,NAS,da_verificare
BTI.NYSE,NYSE,da_verificare
CRIS.NAS,NAS,da_verificare
CRMD.NAS,NAS,da_verificare
FYVONK.NAS,NAS,da_verificare
GABC.NAS,NAS,da_verificare
HIHI.NAS,NAS,da_verificare
HUOOVD.NAS,NAS,da_verificare
IQQQ.NAS,NAS,da_verificare
IQV.NYSE,NYSE,da_verificare
LII.NYSE,NYSE,da_verificare
LIIL.NYSE,NYSE,da_verificare
LPX.NYSE,NYSE,da_verificare
LRN.NYSE,NYSE,da_verificare
LTC.NYSE,NYSE,da_verificare
MAR.NAS,NAS,da_verificare
NWSA.NAS,NAS,da_verificare
NXPI.NAS,NAS,da_verificare
NXST.NAS,NAS,da_verificare
OCDO.LSE,LSE,da_verificare
OMU.LSE,LSE,da_verificare
OUI.NYSE,NYSE,da_verificare
OXY.NYSE,NYSE,da_verificare
PAYX.NAS,NAS,da_verificare
PBYI.NAS,NAS,da_verificare
PFC.LSE,LSE,da_verificare
PKG.NYSE,NYSE,da_verificare
PSON.LSE,LSE,da_verificare
RB.LSE,LSE,da_verificare
RCKT.NAS,NAS,da_verificare
RDSB.LSE,LSE,da_verificare
REG.NAS,NAS,da_verificare
REGN.NAS,NAS,da_verificare
RGEN.NAS,NAS,da_verificare
RIGL.NAS,NAS,da_verificare
RINU.PAR,PAR,da_verificare
RIVN.NAS,NAS,da_verificare
RKLB.NAS,NAS,da_verificare
ROIC.NAS,NAS,da_verificare
ROKU.NAS,NAS,da_verificare
ROST.NAS,NAS,da_verificare
RUN.NAS,NAS,da_verificare
RVMD.NAS,NAS,da_verificare
SAVIVG.NAS,NAS,da_verificare
SE.NYSE,NYSE,da_verificare
SGU.NYSE,NYSE,da_verificare
SHAK.NYSE,NYSE,da_verificare
SHEL.NYSE,NYSE,da_verificare
SJM.NYSE,NYSE,da_verificare
SLIL.NYSE,NYSE,da_verificare
SLIVI.NAS,NAS,da_verificare
U.NAS,NAS,da_verificare
UPTU.NYSE,NYSE,da_verificare
UVV.NYSE,NYSE,da_verificare
VSTM.NAS,NAS,da_verificare
VTIP.NAS,NAS,da_verificare
VYNE.NAS,NAS,da_verificare
